频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[BD]azteca internacional,https://t.freetv.fun/live/azteca-internacional-1.m3u8,,RTP Internacional,Portugal,Portugal,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,Generic,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,29.97002997002997,有音频,0.690
[BD]radio montecarlo tv ⓖ,https://t.freetv.fun/live/radio-montecarlo-tv-g.m3u8,,RADIO MONTE CARLO TV,Italy,Italy,https://epg.pw/media/img/logo/1_115.jpg,Generic,1920x1080,freetv-fun-all.txt,17,403,成功,h264,1920x1080,25.0,有音频,18.934
[VGA]mihan tv,https://t.freetv.fun/live/mihan-tv.m3u8,,Cihan TV,Kurdistan,Kurdistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506175033520459_95.png,Entertainment,,freetv-fun-all.txt,20,403,成功,h264,,,有音频,2.553
[BD]energy,https://t.freetv.fun/live/energy.m3u8,,Energy TV Spain,Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601220346280927_55.png,Generic,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,50.0,有音频,3.355
[HD]fifa plus spain,https://t.freetv.fun/live/fifa-plus-spain.m3u8,,Canal+ Desporte 3 Spain,Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601215954604638_56.png,Sports,1280x720,freetv-fun-all.txt,287,403,成功,h264,1280x720,29.97002997002997,有音频,3.140
[BD]marca tv,https://t.freetv.fun/live/marca-tv.m3u8,,Marca TV,Spain,Spain,https://epg.pw/media/images/channel/2021/11/13/large/20211113231457756792_31.png,Sports,1920x1080,freetv-fun-all.txt,287,403,成功,h264,1920x1080,29.97002997002997,有音频,1.701
[BD]eko tv,https://t.freetv.fun/live/eko-tv-2.m3u8,,NEO TV,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174708907557_96.png,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,50.0,有音频,3.072
[VGA]global tv,https://t.freetv.fun/live/global-tv.m3u8,,GLOBAL TV,Canada,Canada,https://epg.pw/media/images/channel/2022/05/27/large/20220527005653870303_72.png,Entertainment,854x480,freetv-fun-all.txt,21,403,成功,h264,854x480,30.0,有音频,2.477
[SD]kino tv,https://t.freetv.fun/live/kino-tv-1.m3u8,6644,Kino TV,Croatia,Croatia,https://epg.pw/media/uploads/tmp_logo/2014/09/19/20140919015135923329_94.jpg,Movies,720x576,freetv-fun-all.txt,19,403,成功,mpeg2video,720x576,25.0,有音频,5.908
[BD]cgntv japan,https://t.freetv.fun/live/cgntv-japan-1.m3u8,,CGNTv (Japan),Japan,Japan,https://epg.pw/media/images/channel/2023/07/19/large/20230719182810808946_76.png,Other,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,1.055
[HD]ndtv,https://t.freetv.fun/live/ndtv.m3u8,,NDTV 24 India,India,India,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821094537706602_21.jpg,Generic,,freetv-fun-all.txt,24,403,成功,h264,,,有音频,10.715
[HD]metro tv,https://t.freetv.fun/live/metro-tv.m3u8,171942,METRO TV,Indonesia,Indonesia,https://epg.pw/media/images/channel/2025/01/30/large/20250130005640435069_22.jpg,Other,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,5.866
[BD]deluxe music rap,https://t.freetv.fun/live/deluxe-music-rap.m3u8,,Deluxe Music,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613202258799759_56.png,Entertainment,1920x1080,freetv-fun-all.txt,287,403,成功,h264,1920x1080,25.0,有音频,5.724
[VGA]dw español,https://t.freetv.fun/live/dw-espanol-1.m3u8,,DW Español,Germany,Germany,https://epg.pw/media/images/channel/2024/02/05/large/20240205014247799215_14.png,News,480x270,freetv-fun-all.txt,21,403,成功,h264,480x270,50.0,有音频,0.850
[HD]hr-fernsehen,https://t.freetv.fun/live/hr-fernsehen.m3u8,,HR Fernsehen,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201750103685_33.png,Generic,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,2.689
[BD]relax 7,https://t.freetv.fun/live/relax-7.m3u8,,Relax TV Czech Republic,Czech,Czech,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,3.365
[HD]failarmy international,https://t.freetv.fun/live/failarmy-international-1.m3u8,,LBC International,Lebanon,Lebanon,https://epg.pw/media/images/channel/2022/05/06/large/20220506174912035196_59.png,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,29.97002997002997,有音频,3.023
[HD]fox news channel,https://t.freetv.fun/live/fox-news-channel-1.m3u8,465372,Fox News Channel,United States,United States,https://epg.pw/media/img/logo/1_208.jpg,News,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,,有音频,2.623
[BD]usa today,https://t.freetv.fun/live/usa-today.m3u8,,RUSSIA TODAY: GLOBAL,Russia,Russia,https://epg.pw/media/img/logo/2013/10/30/d626799cf2e4bf98042678da1de2e284.png,Other,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,4.747
[SD]hbo zone *s,https://t.freetv.fun/live/hbo-zone-s.m3u8,,HBO Zone,United States,United States,https://epg.pw/media/images/channel/2024/04/11/large/20240411180058847905_35.png,Movies,960x540,freetv-fun-all.txt,286,403,成功,h264,960x540,29.97002997002997,有音频,1.794
[HD]redbull tv,https://t.freetv.fun/live/redbull-tv.m3u8,,Red Bull TV,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/05/16/large/20220516155835221115_90.jpg,Sports,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,30.0,有音频,0.980
[HD]türk haber,https://t.freetv.fun/live/turk-haber.m3u8,,Haber Turk,Türkiye,Türkiye,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,3.615
[HD]ช่อง eurosport 2,https://t.freetv.fun/live/ch-ng-eurosport-2.m3u8,,Eurosport,Romania,Romania,https://epg.pw/media/uploads/tmp_logo/2015/12/30/20151230055619280597_21.png,Sports,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,1.795
[BD]jordan songs,https://t.freetv.fun/live/jordan-songs.m3u8,,Jordan,Saudi Arabia,Saudi Arabia,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821085411229653_14.jpg,Generic,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,10.698
[HD]pbs kids hawaii,https://t.freetv.fun/live/pbs-kids-hawaii.m3u8,,PBS Kids,United States,United States,https://epg.pw/media/uploads/tmp_logo/2018/09/15/20180915122746104734_93.png,Kids,416x234,freetv-fun-all.txt,18,403,成功,h264,416x234,29.97002997002997,有音频,1.536
[BD]cgtn,https://t.freetv.fun/live/cgtn-3.m3u8,,CGTN(Spain),Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,30.0,有音频,5.969
[HD]cops en español,https://t.freetv.fun/live/cops-en-espanol.m3u8,,CNN en Español,United States,United States,https://epg.pw/media/images/channel/2022/05/06/large/20220506174411879285_41.png,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,29.97002997002997,有音频,3.067
[BD]inews tv,https://t.freetv.fun/live/inews-tv-1.m3u8,,NEWS TV,Thailand,Thailand,https://epg.pw/media/uploads/tmp_logo/2015/07/25/20150725051603616242_60.jpg,Entertainment,640x480,freetv-fun-all.txt,22,403,成功,h264,640x480,30.0,有音频,7.201
[HD]lav-kino,https://t.freetv.fun/live/lav-kino.m3u8,6644,Kino TV,Croatia,Croatia,https://epg.pw/media/uploads/tmp_logo/2014/09/19/20140919015135923329_94.jpg,Movies,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,1.187
[HD]ช่อง nickelodeon,https://t.freetv.fun/live/ch-ng-nickelodeon.m3u8,,Nickelodeon  (UK),United Kingdom,United Kingdom,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,14,403,成功,h264,1280x720,25.0,有音频,1.550
[VGA]relax 1,https://t.freetv.fun/live/relax-1.m3u8,,Relax TV Czech Republic,Czech,Czech,https://epg.pw/media/,Generic,256x144,freetv-fun-all.txt,18,403,成功,h264,256x144,29.97002997002997,有音频,3.575
[HD]kanal d,https://t.freetv.fun/live/kanal-d-3.m3u8,,Kanal D,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,Generic,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,25.0,有音频,6.716
[HD]inside outside,https://t.freetv.fun/live/inside-outside.m3u8,,Outside TV,United States,United States,https://epg.pw/media/images/channel/2023/11/06/large/20231106225502381880_50.png,Sports,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,29.97002997002997,有音频,3.070
[BD]nztv,https://t.freetv.fun/live/nztv.m3u8,12244,NTV HD,Mongolia,Mongolia,https://epg.pw/media/uploads/tmp_logo/2017/03/25/20170325213913711970_32.jpg,News,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,3.021
[BD]cna,https://t.freetv.fun/live/cna-2.m3u8,2852,CNA,Singapore,Singapore,https://epg.pw/media/images/channel/2023/01/14/large/20230114191550513154_10.png,News,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,0.848
[VGA]ltv,https://t.freetv.fun/live/ltv.m3u8,,LSTV,Vietnam,Vietnam,https://epg.pw/media/uploads/tmp_logo/2015/08/23/20150823000338387683_56.png,News,640x360,freetv-fun-all.txt,18,403,成功,h264,640x360,25.0,有音频,2.161
[SD]otv,https://t.freetv.fun/live/otv.m3u8,,OTV (LB),Lebanon,Lebanon,https://epg.pw/media/uploads/tmp_logo/2015/04/24/20150424231848703885_68.png,Entertainment,720x576,freetv-fun-all.txt,18,403,成功,h264,720x576,25.0,有音频,2.200
[BD]cnn,https://t.freetv.fun/live/cnn-3.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,25.0,有音频,3.731
[BD]nba tv,https://t.freetv.fun/live/nba-tv.m3u8,,NBA TV HD,United States,United States,https://epg.pw/media/uploads/tmp_logo/2015/10/06/20151006162032850296_37.jpg,Sports,426x240,freetv-fun-all.txt,19,403,成功,h264,426x240,29.97002997002997,有音频,4.055
[HD]disney channel,https://t.freetv.fun/live/disney-channel-3.m3u8,,Disney Channel(IN),Indonesia,Indonesia,https://epg.pw/media/images/channel/2022/05/10/large/20220510162628655897_28.jpg,Kids,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,59.94005994005994,有音频,2.907
[HD]euro d,https://t.freetv.fun/live/euro-d-2.m3u8,,EURO SPORT,France,France,https://epg.pw/media/images/channel/2023/06/12/large/20230612230517051513_78.png,Sports,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,5.573
[SD]HBO Xtreme,https://t.freetv.fun/live/hbo-xtreme.m3u8,,HBO Xtreme,Brazil,Brazil,https://epg.pw/media/images/channel/2022/10/17/large/20221017223448453393_14.jpg,Movies,1280x720,freetv-fun-all.txt,287,403,成功,h264,1280x720,29.97002997002997,有音频,1.982
[BD]trece,https://t.freetv.fun/live/trece-1.m3u8,,Canal Trece Colombia,Colombia,Colombia,https://epg.pw/media/uploads/tmp_logo/2015/07/30/20150730231804405793_22.png,Entertainment,1920x1080,freetv-fun-all.txt,13,403,成功,h264,1920x1080,25.0,有音频,3.455
[BD]pnc drama,https://t.freetv.fun/live/pnc-drama.m3u8,7371,Epic Drama,Romania,Romania,https://epg.pw/media/images/channel/2021/06/24/large/20210624003655329914_31.png,Movies,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,2.474
[BD]insighttv,https://t.freetv.fun/live/insighttv.m3u8,197226,INSIGHT TV,Netherlands,Netherlands,https://epg.pw/media/images/channel/2024/08/16/large/20240816032119028184_96.png,Knowledge,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,8.142
[BD]dw arabic,https://t.freetv.fun/live/dw-arabic-1.m3u8,,DW Arabic,Germany,Germany,https://epg.pw/media/images/channel/2024/02/05/large/20240205014305176923_17.png,News,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,50.0,有音频,10.647
[SD]nonstop drama,https://t.freetv.fun/live/nonstop-drama.m3u8,,Drama 2,Egypt,Egypt,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532875254_91.png,Generic,426x240,freetv-fun-all.txt,20,403,成功,h264,426x240,30.0,有音频,2.415
[BD]mbc 4,https://t.freetv.fun/live/mbc-4-1.m3u8,,MBC 4,Egypt,Egypt,https://epg.pw/media/images/channel/2022/12/17/large/20221217224104954012_96.jpg,Generic,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,17.389
[BD]chc高清电影,https://t.freetv.fun/live/chcgao-qing-dian-ying.m3u8,,CHC影迷電影,China,China,https://epg.pw/media/images/channel/2024/07/28/large/20240728161930253838_70.jpg,Movies,1920x1080,freetv-fun-all.txt,303,403,成功,h264,1920x1080,50.0,有音频,9.564
[HD]ช่อง xy plus 1,https://t.freetv.fun/live/ch-ng-xy-plus-1.m3u8,,K+1 HD,Vietnam,Vietnam,https://epg.pw/media/img/logo/K1_1.png,Sports,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,1.546
[SD]crime 360 (720p),https://t.freetv.fun/live/crime-360-720p.m3u8,,Crime & Investigation UK,United Kingdom,United Kingdom,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211200027058544_33.jpg,Knowledge,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,29.97002997002997,有音频,4.071
[HD]onnitv,https://t.freetv.fun/live/onnitv.m3u8,,NNTV,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214531961721_28.jpg,Other,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,9.434
[BD]rtl tvi,https://t.freetv.fun/live/rtl-tvi.m3u8,,RTL TVI,Belgium,Belgium,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701122606398337_65.jpg,Generic,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,5.004
[HD]english club tv,https://t.freetv.fun/live/english-club-tv.m3u8,,English Club,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/05/06/large/20220506173936661517_47.png,Other,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,2.539
[SD]comedy central south park,https://t.freetv.fun/live/comedy-central-south-park-1.m3u8,,Comedy Central (NL),Netherlands,Netherlands,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,Generic,426x240,freetv-fun-all.txt,22,403,成功,h264,426x240,30.0,有音频,2.864
[BD]haber türk,https://t.freetv.fun/live/haber-turk-2.m3u8,,Haber Turk,Türkiye,Türkiye,https://epg.pw/media/,Generic,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,25.0,有音频,11.981
[BD]cctv-09,https://t.freetv.fun/live/cctv-09-1.php,378828,CCTV9,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,Knowledge,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,50.0,有音频,5.283
[HD]fx *s,https://t.freetv.fun/live/fx-s.m3u8,470910,FX,Canada,Canada,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,Movies,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,59.94005994005994,有音频,1.940
[HD]canale 7,https://t.freetv.fun/live/canale-7-2.m3u8,,Canale 7 Italia,Italy,Italy,https://epg.pw/media/images/channel/2022/05/06/large/20220506174259130222_15.png,Generic,1280x720,freetv-fun-all.txt,286,403,成功,h264,1280x720,25.0,有音频,2.459
[BD]delfi tv,https://t.freetv.fun/live/delfi-tv.m3u8,,Elim TV,El Salvador,El Salvador,https://epg.pw/media/images/channel/2022/05/06/large/20220506174627259915_46.png,Other,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,5.254
[HD]cnn indonesia,https://t.freetv.fun/live/cnn-indonesia-4.m3u8,,CNN Indonesia,Indonesia,Indonesia,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,3.866
[HD]euronews,https://t.freetv.fun/live/euronews.m3u8,,EuroNews Deutschland,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220165831768637_33.jpg,News,426x240,freetv-fun-all.txt,16,403,成功,h264,426x240,30.0,有音频,3.143
[BD]canal 26,https://t.freetv.fun/live/canal-26.m3u8,,Canal 26 Argentina,Argentina,Argentina,https://epg.pw/media/images/channel/2022/05/06/large/20220506174553884913_72.png,News,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,4.183
[BD]news12 brooklyn,https://t.freetv.fun/live/news12-brooklyn.m3u8,,News 12 Brooklyn,United States,United States,https://epg.pw/media/images/channel/2022/05/06/large/20220506174906383747_52.png,News,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,59.94005994005994,有音频,7.106
[HD]onda tv,https://t.freetv.fun/live/onda-tv-1.m3u8,9195,ON TV,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613190857893129_31.png,Generic,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,29.97002997002997,有音频,1.816
[BD]Cartoon Network *tt,https://t.freetv.fun/live/cartoon-network-tt.m3u8,,Cartoon Network,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060650320978_43.jpg,Kids,1440x1080,freetv-fun-all.txt,19,403,成功,h264,1440x1080,50.0,有音频,2.076
[HD]icnet 3,https://t.freetv.fun/live/icnet-3.m3u8,,ICnet TV 2,Canada,Canada,https://epg.pw/media/images/channel/2022/03/18/large/20220318085647468875_50.png,News,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,3.175
[HD]dubai sports 2,https://t.freetv.fun/live/dubai-sports-2-1.m3u8,,Dubai Sports UAE,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2024/03/13/large/20240313161442698741_15.png,Sports,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,5.453
[VGA]ebs e,https://t.freetv.fun/live/ebs-e-1.m3u8,,EBS E,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224164727683631_93.jpeg,News,720x400,freetv-fun-all.txt,17,403,成功,h264,720x400,29.97002997002997,有音频,1.980
[BD]center tv,https://t.freetv.fun/live/center-tv.m3u8,,Center TV,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613203316248595_93.png,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,4.296
[HD]cgtn纪录,https://t.freetv.fun/live/cgtnji-lu-1.m3u8,,CGTN(Spain),Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,News,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,2.018
[HD]rai 3,https://t.freetv.fun/live/rai-3-2.m3u8,459196,Rai 3,Italy,Italy,https://epg.pw/media/images/channel/2024/08/13/large/20240813050016777983_50.png,Generic,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,2.360
[BD]mytime movie network,https://t.freetv.fun/live/mytime-movie-network-4.m3u8,,MOVIE MOVIE,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,Movies,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,29.97002997002997,有音频,3.708
[BD]kohavision,https://t.freetv.fun/live/kohavision.m3u8,,KTV Kohavision Albania,Albania,Albania,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,286,403,成功,h264,1920x1080,30.0,有音频,3.722
[SD]national geographic east (720p),https://t.freetv.fun/live/national-geographic-east-720p.m3u8,6303,National Geographic,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506163824809340_39.png,Knowledge,640x360,freetv-fun-all.txt,24,403,成功,h264,640x360,59.94005994005994,有音频,3.986
[VGA]real madrid tv,https://t.freetv.fun/live/real-madrid-tv-2.m3u8,,Real Madrid TV,Spain,Spain,https://epg.pw/media/images/channel/2022/05/25/large/20220525022323308714_51.png,Sports,720x408,freetv-fun-all.txt,20,403,成功,h264,720x408,25.0,有音频,6.243
[HD]espn 1 *s,https://t.freetv.fun/live/espn-1-s.m3u8,,ESPN HD,United States,United States,https://epg.pw/media/images/channel/2014/11/25/large/20141125170114178278_47.jpg,Sports,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,59.94005994005994,有音频,2.838
[BD]fox now,https://t.freetv.fun/live/fox-now.m3u8,,FOX NEWS NOW,United States,United States,https://epg.pw/media/images/channel/2023/09/01/large/20230901185447289662_51.jpg,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,30.0,有音频,2.391
[HD]bek tv,https://t.freetv.fun/live/bek-tv.m3u8,,RBK TV,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214811494393_30.jpg,Other,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,29.97002997002997,有音频,0.821
[VGA]roya tv,https://t.freetv.fun/live/roya-tv.m3u8,,ROYA,United Arab Emirates,United Arab Emirates,https://epg.pw/media/uploads/tmp_logo/2014/09/04/20140904100555169148_79.jpg,Generic,1920x1080,freetv-fun-all.txt,288,403,成功,h264,1920x1080,25.0,有音频,9.511
[BD]rtv,https://t.freetv.fun/live/rtv-1.m3u8,,RTV 21 HD Albania,Albania,Albania,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,50.0,有音频,2.214
[VGA]HIstory *a,https://t.freetv.fun/live/history-a.m3u8,,History,United States,United States,https://epg.pw/media/images/channel/2017/03/05/large/20170305001849546787_30.jpg,Knowledge,854x480,freetv-fun-all.txt,20,403,成功,h264,854x480,25.0,有音频,2.295
[BD]india tv,https://t.freetv.fun/live/india-tv-1.m3u8,,India TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506163757283506_37.png,News,640x360,freetv-fun-all.txt,20,403,成功,h264,640x360,30.0,有音频,4.274
[BD]metro tv,https://t.freetv.fun/live/metro-tv-1.m3u8,171942,METRO TV,Indonesia,Indonesia,https://epg.pw/media/images/channel/2025/01/30/large/20250130005640435069_22.jpg,Other,1440x1080,freetv-fun-all.txt,19,403,成功,h264,1440x1080,25.0,有音频,1.976
[BD]rotana aflam plus,https://t.freetv.fun/live/rotana-aflam-plus-1.m3u8,,Rotana Aflam,Saudi Arabia,Saudi Arabia,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613195027731064_83.png,Generic,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,3.773
[BD]motor trend,https://t.freetv.fun/live/motor-trend-2.m3u8,,MotorTrend,United States,United States,https://epg.pw/media/images/channel/2019/01/10/large/20190110224925174615_29.jpg,Knowledge,640x360,freetv-fun-all.txt,18,403,成功,h264,640x360,25.0,有音频,5.442
[VGA]makkal tv,https://t.freetv.fun/live/makkal-tv.m3u8,,MAA TV,India,India,https://epg.pw/media/,Movies,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,25.0,有音频,3.027
[HD]ช่อง nba tv,https://t.freetv.fun/live/ch-ng-nba-tv.m3u8,,NBA TV HD,United States,United States,https://epg.pw/media/uploads/tmp_logo/2015/10/06/20151006162032850296_37.jpg,Sports,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,1.711
[BD]deutsche welle arabic,https://t.freetv.fun/live/deutsche-welle-arabic.m3u8,,DW Arabic,Germany,Germany,https://epg.pw/media/images/channel/2024/02/05/large/20240205014305176923_17.png,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,50.0,有音频,2.786
[SD]30a tv classic movies,https://t.freetv.fun/live/30a-tv-classic-movies.m3u8,,Classic Movies,United States,United States,https://epg.pw/media/uploads/tmp_logo/2014/05/19/20140519075921354843_41.png,Movies,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,29.97002997002997,有音频,3.410
[BD]ronahi tv,https://t.freetv.fun/live/ronahi-tv.m3u8,,Ronahi TV,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2015/10/19/20151019011334872258_44.png,Entertainment,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,8.409
[BD]canal catorce,https://t.freetv.fun/live/canal-catorce.m3u8,,Canal 9 HD,France,France,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,Generic,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,30.0,有音频,1.090
[HD]pbs kids mountain,https://t.freetv.fun/live/pbs-kids-mountain.m3u8,,PBS Kids,United States,United States,https://epg.pw/media/uploads/tmp_logo/2018/09/15/20180915122746104734_93.png,Kids,416x234,freetv-fun-all.txt,19,403,成功,h264,416x234,29.97002997002997,有音频,2.057
[BD]rt español,https://t.freetv.fun/live/rt-espanol.m3u8,,CGTN Español,China,China,https://epg.pw/media/images/channel/2022/05/20/large/20220520002125587039_56.jpg,Generic,640x360,freetv-fun-all.txt,22,403,成功,h264,640x360,25.0,有音频,11.309
[BD]ช่อง outdoor channel,https://t.freetv.fun/live/ch-ng-outdoor-channel.m3u8,,Outdoor Channel HD,United States,United States,https://epg.pw/media/img/logo/outdoor_channel_hd_1.png,Knowledge,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,29.97002997002997,有音频,8.000
[BD]fc public media (fort collins co) (1080p),https://t.freetv.fun/live/fc-public-media-fort-collins-co-1080p.m3u8,,PUBLIC TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506175017403710_81.png,Generic,416x234,freetv-fun-all.txt,22,403,成功,h264,416x234,30.0,有音频,4.092
[HD]kanal 15,https://t.freetv.fun/live/kanal-15.m3u8,,Kanal D,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,Generic,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,5.181
[HD]bbc news arabia,https://t.freetv.fun/live/bbc-news-arabia-1.m3u8,,JSC News Arabic,Qatar,Qatar,https://epg.pw/media/uploads/tmp_logo/2015/07/20/20150720034537705743_38.jpg,News,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,50.0,有音频,2.240
[HD]nasul tv,https://t.freetv.fun/live/nasul-tv.m3u8,,Nasul TV,Romania,Romania,https://epg.pw/media/uploads/tmp_logo/2016/02/01/20160201060018966826_86.png,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,2.496
