频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,检测次数,动态级别,平均抓帧时间,抓帧失败次数,出现最多次数phash的次数,出现最多次数的phash值
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8,,,,,,吉林,320x240,zbefine.txt,1790,200,成功,h264,320x240,25.0,有音频,2.237,16,0,2.46680877833334,0,48,ad52ad52ad52ad52
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8,,,,,,山西,1280x720,zbefine.txt,2010,200,成功,h264,1280x720,30.0,有音频,7.064,16,380,5.74287111900001,0,4,fa00000003ffffff
武夷山综合频道,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8,,,,,,福建,720x576,zbefine.txt,1412,200,成功,h264,720x576,25.0,有音频,4.795,15,328,6.346151083666655,0,2,f5ea43b4256ad186
平舆综合,http://live.dxhmt.cn:9081/tv/11723-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1630,200,成功,h264,1920x1080,25.0,有音频,8.641,16,387,,3,39,
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8,,,,,,吉林,720x576,zbefine.txt,691,200,成功,h264,720x576,25.0,有音频,3.384,16,0,4.431961531666673,0,48,d400000000000000
靖宇综合频道,http://stream8.jlntv.cn/jytv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1193,200,成功,h264,720x576,25.0,有音频,2.765,15,221,3.044393731999984,0,6,ff810103075f5e5e
确山综合,http://live.dxhmt.cn:9081/tv/11725-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1687,200,成功,h264,1920x1080,25.0,有音频,10.117,16,408,13.946570925999936,3,36,
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8,,,,,,福建,720x576,zbefine.txt,798,200,成功,h264,720x576,25.0,有音频,6.93,15,293,6.28040685800003,0,3,
舞阳新闻综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8,,,,,,河南,720x576,zbefine.txt,1629,200,成功,h264,720x576,25.0,有音频,11.464,16,387,,3,42,
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1671,200,成功,h264,1920x1080,25.0,有音频,11.801,16,408,,3,42,
璧山综合频道,http://222.179.42.129:8181/hls1.m3u8,,,,,,重庆,1920x1080,zbefine.txt,3818,200,成功,h264,1920x1080,25.0,有音频,4.549,16,254,4.234162628666695,0,3,b9fd071e344423e3
登封综合频道,http://live.dxhmt.cn:9081/tv/10185-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1601,200,成功,h264,1920x1080,25.0,有音频,12.401,16,362,,3,36,
兰考新闻频道,http://live.dxhmt.cn:9081/tv/10225-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,225,200,成功,h264,1920x1080,25.0,有音频,12.814,15,393,,3,36,
潢川综合频道,http://live.dxhmt.cn:9081/tv/11526-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,894,200,成功,h264,1920x1080,25.0,有音频,8.729,15,372,,3,42,
宝丰综合频道,http://live.dxhmt.cn:9081/tv/10421-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,248,200,成功,h264,1920x1080,25.0,有音频,13.019,15,405,,3,33,
临颍综合频道,http://live.dxhmt.cn:9081/tv/11122-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1736,200,成功,h264,1920x1080,25.0,有音频,10.464,15,363,,3,42,
长垣综合频道,http://live.dxhmt.cn:9081/tv/10728-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,247,200,成功,h264,1920x1080,25.0,有音频,13.273,16,369,11.8228594805,3,36,
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1607,200,成功,h264,1920x1080,25.0,有音频,14.44,16,408,,3,42,
梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2260,200,成功,h264,720x576,25.0,有音频,2.618,16,228,2.7022122663333334,0,3,9cf0300fc7c3c70f
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,947,200,成功,h264,1280x720,25.0,有音频,1.809,16,348,2.2699974433333523,0,6,ede4923a6dc7a80c
宜阳综合频道,http://live.dxhmt.cn:9081/tv/10327-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,244,200,成功,h264,1920x1080,25.0,有音频,14.748,16,408,,3,36,
通许综合频道,http://live.dxhmt.cn:9081/tv/10222-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,225,200,成功,h264,1920x1080,25.0,有音频,7.817,16,387,,3,42,
武乡新闻综合,http://60.220.198.84:81/0.m3u8,,,,,,山西,1280x720,zbefine.txt,778,200,成功,h264,1280x720,30.0,有音频,2.417,16,249,2.949839552333325,0,9,b5b5b57a4a4a4a4a
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,801,200,成功,h264,1280x720,,有音频,1.379,16,272,1.6271587889999637,0,32,cc96696996969669
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,518,200,成功,h264,720x576,25.0,有音频,3.033,16,274,3.2470465843333614,0,3,b8d80fb6c1c79685
淇县电视台,http://live.dxhmt.cn:9081/tv/10622-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,244,200,成功,h264,1920x1080,25.0,有音频,7.292,15,396,,3,39,
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,245,200,成功,h264,1920x1080,25.0,有音频,16.155,16,401,11.38006190699997,3,42,
上街电视台,http://live.dxhmt.cn:9081/tv/10106-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,230,200,成功,h264,1920x1080,25.0,有音频,16.128,16,408,,3,42,
杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,225,200,成功,h264,1920x1080,25.0,有音频,16.93,15,363,,3,42,
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,217,200,成功,h264,1280x720,25.0,有音频,1.843,16,338,2.1168294670000023,0,6,ede4923a6dc7a80c
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1301,200,成功,h264,1920x1080,25.0,有音频,8.358,16,348,14.586590263000005,3,39,
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1493,200,成功,h264,1920x1080,25.0,有音频,7.419,16,401,,3,36,
潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8,,,,,,重庆,1920x1080,zbefine.txt,761,200,成功,h264,1920x1080,25.0,有音频,19.86,14,313,4.115003690499975,3,6,f0f0f0f0f00f0f0f
平泉综合频道,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8,,,,,,河北,1280x720,zbefine.txt,397,200,成功,h264,1280x720,25.0,有音频,4.415,16,152,4.71248152933335,0,10,ff00000000ffffff
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,555,200,成功,h264,720x576,25.0,有音频,2.529,16,259,2.801473268333306,0,3,cee63119672d524e
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8,,,,,,吉林,1280x720,zbefine.txt,821,200,成功,h264,1280x720,25.0,有音频,2.677,16,240,3.1716312603333185,0,5,de69969661c1a1cd
涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,2212,200,成功,h264,1920x1080,25.0,有音频,3.88,16,156,4.4123380620000034,0,6,fea929a900d656d6
封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,247,200,成功,h264,1920x1080,25.0,有音频,6.771,16,408,,3,39,
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,230,200,成功,h264,1920x1080,25.0,有音频,9.986,16,408,,3,39,
松原新闻综合,http://stream2.jlntv.cn/sytv/sd/live.m3u8,,,,,,吉林,1280x720,zbefine.txt,2311,200,成功,h264,1280x720,25.0,有音频,2.604,16,250,4.681324796999964,0,19,9ac96530f1e7d238
新密新闻频道,http://live.dxhmt.cn:9081/tv/10183-2.m3u8,,,,,,河南,1920x1080,zbefine.txt,247,200,成功,h264,1920x1080,25.0,有音频,9.947,16,330,,3,33,
前郭综合频道,http://stream2.jlntv.cn/qg/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,279,200,成功,h264,720x576,25.0,有音频,2.689,16,223,3.3831866763333287,0,6,ccf8f8f86c070707
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,993,200,成功,h264,1920x1080,25.0,有音频,10.901,15,363,,3,39,
江源综合频道,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2641,200,成功,h264,720x576,25.0,有音频,2.463,16,241,3.8413170103333223,0,12,8d8977661e1d7870
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2646,200,成功,h264,720x576,25.0,有音频,2.316,16,273,3.2018876329999935,0,2,fac8b400ff13fb04
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,549,200,成功,h264,720x576,25.0,有音频,3.237,16,173,2.686362665666669,0,3,85cab54af56a3594
浚县一套,http://live.dxhmt.cn:9081/tv/10621-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,240,200,成功,h264,1920x1080,25.0,有音频,9.358,15,393,,3,39,
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8,,,,,,河北,1280x720,zbefine.txt,1373,200,成功,h264,1280x720,30.0,有音频,3.985,16,198,5.042386219666677,0,3,b87e579165ce0545
平泉影视频道,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8,,,,,,河北,1280x720,zbefine.txt,341,200,成功,h264,1280x720,25.0,有音频,4.215,16,185,6.06773845699998,0,6,ff00000000ffffff
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,230,200,成功,h264,1920x1080,25.0,有音频,7.221,16,387,,3,39,
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8,,,,,,四川,720x404,zbefine.txt,768,403,成功,h264,720x404,25.0,有音频,2.613,16,0,3.725095723333311,0,48,a59837324fa65b8c
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8,,,,,,江苏,1280x720,zbefine.txt,856,200,成功,h264,1280x720,25.0,有音频,8.605,16,399,9.86689901633334,0,12,
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2743,200,成功,h264,720x576,25.0,有音频,2.201,16,264,3.4148068356666577,0,3,ad735824539a4b9e
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,493,200,成功,h264,720x576,25.0,有音频,3.843,16,205,3.942748568000013,0,9,c1ed923a6de7850c
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8,,,,,,四川,720x404,zbefine.txt,702,403,成功,h264,720x404,25.0,有音频,5.672,16,0,7.249176851999967,0,48,f10db647e3888d9a
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2770,200,成功,h264,720x576,25.0,有音频,2.225,16,223,3.303411102666663,0,9,ebcd92326d67a80c
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8,,,,,,重庆,720x404,zbefine.txt,806,200,成功,h264,720x404,25.0,有音频,3.511,15,337,3.0506355276666377,0,4,98387275d98d862f
鲁山综合频道,http://live.dxhmt.cn:9081/tv/10423-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,247,200,成功,h264,1920x1080,25.0,有音频,10.976,16,387,,3,39,
郏县综合频道,http://live.dxhmt.cn:9081/tv/10425-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1042,200,成功,h264,1920x1080,25.0,有音频,7.755,16,348,,3,39,
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8,,,,,,山西,1920x1080,zbefine.txt,3383,200,成功,h264,1920x1080,25.0,有音频,7.466,16,369,8.775806448666666,0,3,e1e666f88b41f215
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1336,200,成功,h264,720x576,25.0,有音频,3.126,16,260,3.5164681083333185,0,9,986b58352d9a563d
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,936,200,成功,h264,720x576,25.0,有音频,2.749,16,271,3.8129268069999966,0,5,b4e08f4b6953d968
尉氏综合频道,http://live.dxhmt.cn:9081/tv/10223-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,225,200,成功,h264,1920x1080,25.0,有音频,12.971,16,408,,3,36,
铜梁综合,http://183.64.174.171:40123/ch1.m3u8,,,,,,重庆,720x576,zbefine.txt,804,200,成功,h264,720x576,25.0,有音频,3.984,16,399,5.27220907100002,0,2,c3f234f0c2b5e3c2
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8,,,,,,安徽,1920x1080,zbefine.txt,2599,200,成功,h264,1920x1080,25.0,有音频,2.256,16,0,2.989913418999985,0,48,0000000000000000
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2202,200,成功,h264,720x576,25.0,有音频,2.511,16,256,3.0262963019999916,0,9,f0f0f0f0f00f0f0f
白城新闻综合,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1317,200,成功,h264,720x576,25.0,有音频,2.415,16,187,2.998270990666659,0,9,b38c8c330c9973fc
武术世界,http://live.dxhmt.cn:9080/live/yshnpre.m3u8,,,,,,河南,1920x1080,zbefine.txt,227,200,成功,h264,1920x1080,25.0,有音频,9.865,11,237,,3,33,
集安综合频道,http://stream2.jlntv.cn/ja/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,278,200,成功,h264,720x576,25.0,有音频,2.194,15,205,2.4014679083333212,0,9,8000000000000000
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8,,,,,,吉林,1280x720,zbefine.txt,1358,200,成功,h264,1280x720,25.0,有音频,2.676,16,370,4.932221345666657,0,3,c4817b663ac51d1f
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8,,,,,,安徽,1920x1080,zbefine.txt,3263,200,成功,h264,1920x1080,25.0,有音频,1.927,15,342,3.7869802533333163,0,3,
辽源新闻综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8,,,,,,吉林,1280x720,zbefine.txt,1367,200,成功,h264,1280x720,25.0,有音频,2.686,16,287,3.93193271266667,0,4,ded8072f382b3925
新县综合频道,http://live.dxhmt.cn:9081/tv/11523-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,230,200,成功,h264,1920x1080,25.0,有音频,10.414,16,408,,3,39,
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,514,200,成功,h264,720x576,25.0,有音频,2.853,16,276,2.9878288286666552,0,3,abcd7426013b6a9d
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8,,,,,,安徽,1920x1080,zbefine.txt,1929,200,成功,h264,1920x1080,25.0,有音频,3.905,14,360,4.768130594000013,0,3,
淅川综合,http://live.dxhmt.cn:9081/tv/11326-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1212,200,成功,h264,1920x1080,25.0,有音频,15.907,16,408,,3,42,
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1381,200,成功,h264,720x576,25.0,有音频,2.522,16,239,3.668447128666685,0,9,ebcd92926d67882c
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8,,,,,,宁夏,320x240,zbefine.txt,1029,200,成功,h264,320x240,25.0,有音频,3.52,16,0,3.147146249333332,0,48,ad52ad52ad52ad52
迁西综合频道,https://jwcdnqx.hebyun.com.cn/live/qxzhpd/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,263,200,成功,h264,1920x1080,25.0,有音频,3.766,16,170,4.319911932666666,0,9,c3f03c78c3873c1d
菏泽经济生活,http://zb.hezegd.com:1935/live/hztv2/1000k/tzwj_video.m3u8,,,,,,山东,1280x720,zbefine.txt,1517,200,成功,h264,1280x720,25.0,有音频,1.735,16,164,2.4088089160000172,0,6,d894c0f7b504ed2d
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8,,,,,,吉林,320x240,zbefine.txt,289,200,成功,h264,320x240,25.0,有音频,2.113,16,0,2.593634191999987,0,48,ad52ad52ad52ad52
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8,,,,,,宁夏,320x240,zbefine.txt,513,200,成功,h264,320x240,25.0,有音频,2.74,16,0,2.67526641500001,0,48,ad52ad52ad52ad52
遂平一套,http://live.dxhmt.cn:9081/tv/11728-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1086,200,成功,h264,1920x1080,25.0,有音频,11.394,16,401,,3,39,
菏泽新闻综合,http://zb.hezegd.com:1935/live/hztv1/1000k/tzwj_video.m3u8,,,,,,山东,1280x720,zbefine.txt,1567,200,成功,h264,1280x720,25.0,有音频,1.84,16,210,2.5506653216666755,0,6,9e61608f70e47aec
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8,,,,,,河南,480x270,zbefine.txt,2181,200,成功,h264,480x270,25.0,有音频,10.497,15,165,,3,27,ac3053dde37d060d
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,328,200,成功,h264,720x576,25.0,有音频,2.647,16,156,3.524007571666649,0,9,dc03030307fcfcfc
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8,,,,,,山西,1920x1080,zbefine.txt,924,200,成功,h264,1920x1080,25.0,有音频,2.249,16,378,4.665931311666706,0,2,e0c27b8b018bfe69
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,380,200,成功,h264,1920x1080,25.0,有音频,3.912,16,220,4.445938062666642,0,3,f829e27cc63096f1
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,964,200,成功,h264,1920x1080,25.0,有音频,13.242,16,387,13.32459565499994,3,42,
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1066,200,成功,h264,1920x1080,25.0,有音频,10.742,15,384,13.867801506000092,3,39,
亳州新闻频道,http://zbbf2.ahbztv.com/live/416.m3u8,,,,,,安徽,1920x1080,zbefine.txt,3984,200,成功,h264,1920x1080,25.0,有音频,3.555,16,354,2.477550221333331,0,2,89f7f4dd67081922
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,224,200,成功,h264,1920x1080,25.0,有音频,13.715,16,408,,3,39,
枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8,,,,,,河北,640x360,zbefine.txt,4710,200,成功,h264,640x360,25.0,有音频,7.495,16,249,4.9886894663333505,0,9,e24996b6696398cd
上蔡综合,http://live.dxhmt.cn:9081/tv/11722-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,246,200,成功,h264,1920x1080,25.0,有音频,13.178,16,387,14.206672072999993,3,42,
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8,,,,,,吉林,320x240,zbefine.txt,301,200,成功,h264,320x240,25.0,有音频,2.382,16,0,2.989316047333356,0,48,ad52ad52ad52ad52
兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,746,200,成功,h264,1920x1080,30.0,有音频,3.712,16,196,6.30360031633334,0,6,ff030300f8f8f8f8
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2114,200,成功,h264,720x576,25.0,有音频,2.512,16,283,3.1927666920000206,0,3,d06866b6369b3b1c
临夏市电视台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8,,,,,,甘肃,1920x1080,zbefine.txt,703,200,成功,h264,1920x1080,25.0,有音频,2.267,12,146,2.64365075500001,0,9,ff00000000000000
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8,,,,,,吉林,320x240,zbefine.txt,313,200,成功,h264,320x240,25.0,有音频,2.266,16,0,2.5999116430000035,0,48,ad52ad52ad52ad52
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,446,200,成功,h264,1920x1080,50.0,有音频,3.713,16,158,4.402215442666659,0,9,ff010101075e7efe
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8,,,,,,山西,1920x1080,zbefine.txt,491,200,成功,h264,1920x1080,25.0,有音频,3.212,16,405,4.03949473833336,0,3,e0c27b83118bfe69
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,891,200,成功,h264,1920x1080,25.0,有音频,13.926,16,348,,3,39,
西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,244,200,成功,h264,1920x1080,25.0,有音频,12.035,16,408,,3,39,
亳州农村频道,http://zbbf2.ahbztv.com/live/418.m3u8,,,,,,安徽,1920x1080,zbefine.txt,4394,200,成功,h264,1920x1080,25.0,有音频,3.201,16,314,2.722226679666695,0,3,b854346b9e8d6547
永清影视频道,http://60.10.203.69:8000/4.m3u8,,,,,,河北,1920x1080,zbefine.txt,808,200,成功,h264,1920x1080,30.0,有音频,1.876,16,6,2.440399326333363,0,47,a3cd92326de7982c
武陟新闻综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,239,200,成功,h264,1920x1080,25.0,有音频,12.882,16,348,,3,36,
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8,,,,,,山西,1280x720,zbefine.txt,4132,200,成功,h264,1280x720,30.0,有音频,7.957,16,330,9.129469874333344,0,9,b5b5b57a4a4a4a4a
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8,,,,,,黑龙江,640x480,zbefine.txt,547,200,成功,h264,640x480,25.0,有音频,3.069,13,306,2.9720217263333475,0,6,
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8,,,,,,四川,1920x1080,zbefine.txt,789,200,成功,h264,1920x1080,25.0,有音频,3.876,16,399,3.5814490046666756,0,2,f6ce84fc83381f81
襄城综合频道,http://live.dxhmt.cn:9081/tv/11025-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,225,200,成功,h264,1920x1080,25.0,有音频,7.799,16,408,10.177908548999994,3,45,
