频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
小儛电影嘚啵嘚,https://goodiptv.club/douyu/8362978,,,,,小儛电影嘚啵嘚,,,,,,TianmuTNT.txt,2630,403
2000年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4,,,,,2000年春晚,,,,,,TianmuTNT.txt,102,200
善逸丶,https://goodiptv.club/douyu/2067020,,,,,善逸丶,,,,,,TianmuTNT.txt,3397,403
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8,,,,,CCTV7,,,,,,TianmuTNT.txt,477,200
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8,,,,,,,,,四川,,zbefine.txt,4280,502
杨山羊goat,https://goodiptv.club/douyu/6300365,,,,,杨山羊goat,,,,,,TianmuTNT.txt,2303,403
万合鲜肉老师,https://goodiptv.club/douyu/9815091,,,,,万合鲜肉老师,,,,,,TianmuTNT.txt,2392,200
林家渔妹,https://goodiptv.club/douyu/9348805,,,,,林家渔妹,,,,,,TianmuTNT.txt,1348,200
喵喵喵的猫酱酱,https://goodiptv.club/douyu/11179077,,,,,喵喵喵的猫酱酱,,,,,,TianmuTNT.txt,2373,403
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8,,,,,CCTV7,,,,,,TianmuTNT.txt,275,200
四川卫视,http://58.57.40.22:9901/tsfile/live/1046_1.m3u8,,,,,四川卫视,,,,,,TianmuTNT.txt,262,200
2001年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4,,,,,2001年春晚,,,,,,TianmuTNT.txt,103,200
林九影视,https://goodiptv.club/douyu/7212528,,,,,林九影视,,,,,,TianmuTNT.txt,1522,200
冰糖葫芦没放盐V,https://goodiptv.club/douyu/3505453,,,,,冰糖葫芦没放盐V,,,,,,TianmuTNT.txt,2588,200
徳彪的奇妙冒险,https://goodiptv.club/douyu/9145648,,,,,徳彪的奇妙冒险,,,,,,TianmuTNT.txt,2552,200
德井鱼,https://goodiptv.club/douyu/9184833,,,,,德井鱼,,,,,,TianmuTNT.txt,2223,403
冷君聊大片,https://goodiptv.club/douyu/9666219,,,,,冷君聊大片,,,,,,TianmuTNT.txt,2327,403
小司马说剧,https://goodiptv.club/douyu/9660127,,,,,小司马说剧,,,,,,TianmuTNT.txt,2275,403
喵妹说电影,https://goodiptv.club/douyu/9312432,,,,,喵妹说电影,,,,,,TianmuTNT.txt,2336,403
果冻lui,https://goodiptv.club/douyu/9191790,,,,,果冻lui,,,,,,TianmuTNT.txt,1313,200
杰克大魔王V,https://goodiptv.club/douyu/9729740,,,,,杰克大魔王V,,,,,,TianmuTNT.txt,2463,200
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8,,,,,四川卫视,,,,,,TianmuTNT.txt,301,200
11No巴蒂11,https://goodiptv.club/douyu/9455937,,,,,11No巴蒂11,,,,,,TianmuTNT.txt,3728,403
2002年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4,,,,,2002年春晚,,,,,,TianmuTNT.txt,105,200
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8,,,,,CCTV7,,,,,,TianmuTNT.txt,382,200
武胜综合频道,http://live2.gatv.com.cn:86/live/WS.m3u8,,,,,,,,,四川,,zbefine.txt,1188,200
小姐姐不记得,https://goodiptv.club/douyu/3700024,,,,,小姐姐不记得,,,,,,TianmuTNT.txt,1430,403
小小天才搞笑视频,https://goodiptv.club/douyu/9419678,,,,,小小天才搞笑视频,,,,,,TianmuTNT.txt,1263,200
2003年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4,,,,,2003年春晚,,,,,,TianmuTNT.txt,114,200
嘴巴鼻子没有沟,https://goodiptv.club/douyu/10217984,,,,,嘴巴鼻子没有沟,,,,,,TianmuTNT.txt,1567,403
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8,,,,,CCTV8,,,,,,TianmuTNT.txt,266,200
小太V,https://goodiptv.club/douyu/9606954,,,,,小太V,,,,,,TianmuTNT.txt,2049,403
心叽酱,https://goodiptv.club/douyu/9488056,,,,,心叽酱,,,,,,TianmuTNT.txt,2085,403
一颗糖糖canddy,https://goodiptv.club/douyu/9192852,,,,,一颗糖糖canddy,,,,,,TianmuTNT.txt,3735,200
三个老爸实验室,https://goodiptv.club/douyu/9090487,,,,,三个老爸实验室,,,,,,TianmuTNT.txt,2357,403
松轩说电影,https://goodiptv.club/douyu/1524969,,,,,松轩说电影,,,,,,TianmuTNT.txt,2515,200
冷孝洪,https://goodiptv.club/douyu/9527761,,,,,冷孝洪,,,,,,TianmuTNT.txt,2317,403
四川卫视,http://120.76.248.139/live/bfgd/4200000103.m3u8,,,,,四川卫视,,,,,,TianmuTNT.txt,275,200
2004年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4,,,,,2004年春晚,,,,,,TianmuTNT.txt,103,200
果冻萌萌的丶,https://goodiptv.club/douyu/9607934,,,,,果冻萌萌的丶,,,,,,TianmuTNT.txt,1531,200
小姐姐Bie跑哦,https://goodiptv.club/douyu/8666258,,,,,小姐姐Bie跑哦,,,,,,TianmuTNT.txt,2150,403
喵招诗雨,https://goodiptv.club/douyu/9651121,,,,,喵招诗雨,,,,,,TianmuTNT.txt,2358,403
忆暄Ethan,https://goodiptv.club/douyu/9570042,,,,,忆暄Ethan,,,,,,TianmuTNT.txt,2215,403
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8,,,,,CCTV8,,,,,,TianmuTNT.txt,267,200
小小甜的骑士,https://goodiptv.club/douyu/9236042,,,,,小小甜的骑士,,,,,,TianmuTNT.txt,1324,403
四川卫视,http://182.150.23.74:808/hls/38/index.m3u8,,,,,四川卫视,,,,,,TianmuTNT.txt,348,200
喵来啦V,https://goodiptv.club/douyu/8657669,,,,,喵来啦V,,,,,,TianmuTNT.txt,2416,403
几号房间,https://goodiptv.club/douyu/8829425,,,,,几号房间,,,,,,TianmuTNT.txt,2480,403
三代鹿人v,https://goodiptv.club/douyu/9629717,,,,,三代鹿人v,,,,,,TianmuTNT.txt,2500,403
四川卫视4K,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8,,,,,四川卫视4K,,,,,,TianmuTNT.txt,289,200
2005年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4,,,,,2005年春晚,,,,,,TianmuTNT.txt,422,200
三台电视一套,http://125.65.94.91:12351/live,,,,,,,,,四川,,zbefine.txt,610,200
快乐的小波子,https://goodiptv.club/douyu/9039399,,,,,快乐的小波子,,,,,,TianmuTNT.txt,2019,403
CCTV8,http://iptv77.iptv66.eu.org:35455/gaoma/cctv8.m3u8,,,,,CCTV8,,,,,,TianmuTNT.txt,825,200
快看张不止,https://goodiptv.club/douyu/8413226,,,,,快看张不止,,,,,,TianmuTNT.txt,1433,200
小明不背锅up,https://goodiptv.club/douyu/117854,,,,,小明不背锅up,,,,,,TianmuTNT.txt,1256,200
噬元兽影视,https://goodiptv.club/douyu/8896723,,,,,噬元兽影视,,,,,,TianmuTNT.txt,2253,403
三年辅助一场空,https://goodiptv.club/douyu/5251148,,,,,三年辅助一场空,,,,,,TianmuTNT.txt,2303,403
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8,,,,,CCTV8,,,,,,TianmuTNT.txt,755,200
怀仁综合,https://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc-1.m3u8,,,,,怀仁综合,,,,,,TianmuTNT.txt,1579,200
凤起青云,https://goodiptv.club/douyu/749124,,,,,凤起青云,,,,,,TianmuTNT.txt,2248,403
三斤呦,https://goodiptv.club/douyu/9047933,,,,,三斤呦,,,,,,TianmuTNT.txt,2302,403
四叶草影视,https://goodiptv.club/douyu/9446117,,,,,四叶草影视,,,,,,TianmuTNT.txt,2302,403
某声悠,https://goodiptv.club/douyu/8896100,,,,,某声悠,,,,,,TianmuTNT.txt,2388,403
快哥说老片,https://goodiptv.club/douyu/10411518,,,,,快哥说老片,,,,,,TianmuTNT.txt,2408,403
小手枪Newhandgun,https://goodiptv.club/douyu/8943060,,,,,小手枪Newhandgun,,,,,,TianmuTNT.txt,2231,403
刘哔电影,https://goodiptv.club/douyu/2632223,,,,,刘哔电影,,,,,,TianmuTNT.txt,1726,200
柠柠柠萌菌,https://goodiptv.club/douyu/9720895,,,,,柠柠柠萌菌,,,,,,TianmuTNT.txt,2320,403
三新动漫,https://goodiptv.club/douyu/9548279,,,,,三新动漫,,,,,,TianmuTNT.txt,2419,403
恰饭橘,https://goodiptv.club/douyu/7974136,,,,,恰饭橘,,,,,,TianmuTNT.txt,1394,403
刘老师说电影,https://goodiptv.club/douyu/8317926,,,,,刘老师说电影,,,,,,TianmuTNT.txt,1498,403
恨铁,https://goodiptv.club/douyu/6369954,,,,,恨铁,,,,,,TianmuTNT.txt,1692,200
上来先丢大v,https://goodiptv.club/douyu/9566154,,,,,上来先丢大v,,,,,,TianmuTNT.txt,2468,403
小木鱼de妈妈,https://goodiptv.club/douyu/11199147,,,,,小木鱼de妈妈,,,,,,TianmuTNT.txt,2155,403
怠惰守夜,https://goodiptv.club/douyu/8842108,,,,,怠惰守夜,,,,,,TianmuTNT.txt,2239,403
柠檬檬檬儿vlog,https://goodiptv.club/douyu/9624845,,,,,柠檬檬檬儿vlog,,,,,,TianmuTNT.txt,2495,403
不二真探,https://goodiptv.club/douyu/10319545,,,,,不二真探,,,,,,TianmuTNT.txt,2310,403
柳青瑶本尊,https://goodiptv.club/douyu/2281324,,,,,柳青瑶本尊,,,,,,TianmuTNT.txt,2356,200
分享备用,https://goodiptv.club/douyu/5804577,,,,,分享备用,,,,,,TianmuTNT.txt,2698,200
刘也变z,https://goodiptv.club/douyu/9489079,,,,,刘也变z,,,,,,TianmuTNT.txt,2397,200
小林家的旗女仆,https://goodiptv.club/douyu/9211287,,,,,小林家的旗女仆,,,,,,TianmuTNT.txt,2314,403
不思异剧场,https://goodiptv.club/douyu/9297412,,,,,不思异剧场,,,,,,TianmuTNT.txt,2290,403
树根龙门阵,https://goodiptv.club/douyu/1833459,,,,,树根龙门阵,,,,,,TianmuTNT.txt,2474,403
世界纪录大全,https://goodiptv.club/douyu/9406359,,,,,世界纪录大全,,,,,,TianmuTNT.txt,2268,403
桀骜不驯认识,https://goodiptv.club/douyu/2041014,,,,,桀骜不驯认识,,,,,,TianmuTNT.txt,2401,403
不会骑马的健身少年,https://goodiptv.club/douyu/8862198,,,,,不会骑马的健身少年,,,,,,TianmuTNT.txt,2671,403
小毅主播R,https://goodiptv.club/douyu/12805939,,,,,小毅主播R,,,,,,TianmuTNT.txt,2290,200
四川卫视,http://183.11.239.36:808/hls/50/index.m3u8,,,,,四川卫视,,,,,,TianmuTNT.txt,3226,200
