频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
CCTV10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt,762,200
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt,266,200
大漠叔叔Dm,https://goodiptv.club/douyu/1109218,,,,,大漠叔叔Dm,,,,,,TianmuTNT.txt,1602,200
半打星冰乐,https://goodiptv.club/douyu/7481383,,,,,半打星冰乐,,,,,,TianmuTNT.txt,2030,403
云南卫视,http://58.57.40.22:9901/tsfile/live/1047_1.m3u8,,,,,云南卫视,,,,,,TianmuTNT.txt,265,200
挖沟连彭沟长,https://goodiptv.club/douyu/8413092,,,,,挖沟连彭沟长,,,,,,TianmuTNT.txt,2579,200
北大落说大片,https://goodiptv.club/douyu/8828811,,,,,北大落说大片,,,,,,TianmuTNT.txt,3579,403
九冢嵬,https://goodiptv.club/douyu/9393501,,,,,九冢嵬,,,,,,TianmuTNT.txt,2316,403
Ido漫说,https://goodiptv.club/douyu/9456379,,,,,Ido漫说,,,,,,TianmuTNT.txt,2455,403
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt,266,200
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8,,,,,卡酷少儿,,,,,,TianmuTNT.txt,545,200
据说放映室,https://goodiptv.club/douyu/8837964,,,,,据说放映室,,,,,,TianmuTNT.txt,2249,403
JustXiaIt嘻咦啊看,https://goodiptv.club/douyu/2660125,,,,,JustXiaIt嘻咦啊看,,,,,,TianmuTNT.txt,1609,200
半藏同学,https://goodiptv.club/douyu/9372627,,,,,半藏同学,,,,,,TianmuTNT.txt,2194,403
云南卫视,http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8,,,,,云南卫视,,,,,,TianmuTNT.txt,419,200
华白雨,https://goodiptv.club/douyu/9495454,,,,,华白雨,,,,,,TianmuTNT.txt,2059,403
大熊观影,https://goodiptv.club/douyu/8851140,,,,,大熊观影,,,,,,TianmuTNT.txt,2052,403
JG影视解说,https://goodiptv.club/douyu/9391277,,,,,JG影视解说,,,,,,TianmuTNT.txt,2347,403
云南卫视,http://111.61.236.247:9081/hls/32/index.m3u8,,,,,云南卫视,,,,,,TianmuTNT.txt,248,200
CCTV11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt,454,200
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true,,,,,山西卫视,,,,,,TianmuTNT.txt,1870,403
大黄喵吖,https://goodiptv.club/douyu/12392971,,,,,大黄喵吖,,,,,,TianmuTNT.txt,1424,200
探奇录,https://goodiptv.club/douyu/9746763,,,,,探奇录,,,,,,TianmuTNT.txt,2340,200
九颗鸭梨,https://goodiptv.club/douyu/12065801,,,,,九颗鸭梨,,,,,,TianmuTNT.txt,2451,200
掌上Club,https://goodiptv.club/douyu/1770806,,,,,掌上Club,,,,,,TianmuTNT.txt,2597,403
乡村水龙,https://goodiptv.club/douyu/9486905,,,,,乡村水龙,,,,,,TianmuTNT.txt,2286,403
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt,2267,200
大笑影院,https://goodiptv.club/douyu/10329300,,,,,大笑影院,,,,,,TianmuTNT.txt,2295,200
书岳钓鱼,https://goodiptv.club/douyu/10100206,,,,,书岳钓鱼,,,,,,TianmuTNT.txt,2114,200
探秘者大正,https://goodiptv.club/douyu/9330485,,,,,探秘者大正,,,,,,TianmuTNT.txt,2358,403
CCTV11,http://182.150.23.74:808/hls/11/index.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt,334,200
乡间大路上,https://goodiptv.club/douyu/9850661,,,,,乡间大路上,,,,,,TianmuTNT.txt,2321,403
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8,,,,,厦门卫视,,,,,,TianmuTNT.txt,274,200
南国小豆豆,https://goodiptv.club/douyu/3310454,,,,,南国小豆豆,,,,,,TianmuTNT.txt,2141,403
卖爆鱼的小姑娘,https://goodiptv.club/douyu/5982597,,,,,卖爆鱼的小姑娘,,,,,,TianmuTNT.txt,2264,403
大蓝雀,https://goodiptv.club/douyu/8656759,,,,,大蓝雀,,,,,,TianmuTNT.txt,2181,403
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt,266,200
大胡子魏,https://goodiptv.club/douyu/8792763,,,,,大胡子魏,,,,,,TianmuTNT.txt,2322,200
KyoKyo不是QQ,https://goodiptv.club/douyu/4732337,,,,,KyoKyo不是QQ,,,,,,TianmuTNT.txt,2110,200
卡密密尼,https://goodiptv.club/douyu/9013989,,,,,卡密密尼,,,,,,TianmuTNT.txt,2119,403
KBShinya,https://goodiptv.club/douyu/8970851,,,,,KBShinya,,,,,,TianmuTNT.txt,2444,403
云南卫视,http://183.11.239.36:808/hls/52/index.m3u8,,,,,云南卫视,,,,,,TianmuTNT.txt,269,200
KUMA轻松熊博士,https://goodiptv.club/douyu/2282604,,,,,KUMA轻松熊博士,,,,,,TianmuTNT.txt,2295,403
搞笑孟文明,https://goodiptv.club/douyu/9766337,,,,,搞笑孟文明,,,,,,TianmuTNT.txt,2256,403
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8,,,,,天津卫视,,,,,,TianmuTNT.txt,295,200
大米饭影视,https://goodiptv.club/douyu/9824094,,,,,大米饭影视,,,,,,TianmuTNT.txt,2629,403
搞笑动漫大本营,https://goodiptv.club/douyu/9650181,,,,,搞笑动漫大本营,,,,,,TianmuTNT.txt,2644,403
二次元fans鹿鹿,https://goodiptv.club/douyu/8661526,,,,,二次元fans鹿鹿,,,,,,TianmuTNT.txt,2430,403
二哈讲电影,https://goodiptv.club/douyu/8778280,,,,,二哈讲电影,,,,,,TianmuTNT.txt,2566,200
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt,265,200
山里记,https://goodiptv.club/douyu/9410236,,,,,山里记,,,,,,TianmuTNT.txt,2438,200
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8,,,,,天津卫视,,,,,,TianmuTNT.txt,351,200
卡皮君本人,https://goodiptv.club/douyu/9050486,,,,,卡皮君本人,,,,,,TianmuTNT.txt,2234,403
屿风体育,https://goodiptv.club/douyu/10329889,,,,,屿风体育,,,,,,TianmuTNT.txt,2221,403
天JIANG,https://goodiptv.club/douyu/9455480,,,,,天JIANG,,,,,,TianmuTNT.txt,2018,403
撩电影8,https://goodiptv.club/douyu/9351043,,,,,撩电影8,,,,,,TianmuTNT.txt,2484,403
二胖影视,https://goodiptv.club/douyu/10064260,,,,,二胖影视,,,,,,TianmuTNT.txt,2367,403
历史经典烩,https://goodiptv.club/douyu/9487003,,,,,历史经典烩,,,,,,TianmuTNT.txt,1740,200
政宗君de情敌,https://goodiptv.club/douyu/9624330,,,,,政宗君de情敌,,,,,,TianmuTNT.txt,2358,403
天津卫视,http://183.11.239.36:808/hls/42/index.m3u8,,,,,天津卫视,,,,,,TianmuTNT.txt,271,200
LCPD拉登,https://goodiptv.club/douyu/9503015,,,,,LCPD拉登,,,,,,TianmuTNT.txt,2510,403
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt,252,200
大趴电影院,https://goodiptv.club/douyu/8747638,,,,,大趴电影院,,,,,,TianmuTNT.txt,2767,403
岚FLL,https://goodiptv.club/douyu/9409703,,,,,岚FLL,,,,,,TianmuTNT.txt,2204,200
LOUIS樱,https://goodiptv.club/douyu/9235284,,,,,LOUIS樱,,,,,,TianmuTNT.txt,2337,403
敢来碰我,https://goodiptv.club/douyu/10308225,,,,,敢来碰我,,,,,,TianmuTNT.txt,2119,200
新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8,,,,,新疆卫视,,,,,,TianmuTNT.txt,293,200
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt,1027,200
崔然竣舞台天才,https://goodiptv.club/douyu/113158,,,,,崔然竣舞台天才,,,,,,TianmuTNT.txt,1653,200
文侠灬杨杨,https://goodiptv.club/douyu/10317257,,,,,文侠灬杨杨,,,,,,TianmuTNT.txt,1700,200
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8,,,,,天津卫视,,,,,,TianmuTNT.txt,507,200
天津卫视,http://182.150.23.74:808/hls/27/index.m3u8,,,,,天津卫视,,,,,,TianmuTNT.txt,334,200
MJ小林大人嗷,https://goodiptv.club/douyu/9204381,,,,,MJ小林大人嗷,,,,,,TianmuTNT.txt,1929,403
CCTV12,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt,472,200
崔杋圭五颜一,https://goodiptv.club/douyu/8189873,,,,,崔杋圭五颜一,,,,,,TianmuTNT.txt,2348,200
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt,297,200
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8,,,,,新疆卫视,,,,,,TianmuTNT.txt,386,200
工藤新医heart,https://goodiptv.club/douyu/8741860,,,,,工藤新医heart,,,,,,TianmuTNT.txt,1267,200
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8,,,,,新疆卫视,,,,,,TianmuTNT.txt,265,200
文西与阿漆,https://goodiptv.club/douyu/8737695,,,,,文西与阿漆,,,,,,TianmuTNT.txt,1426,200
CCTV13,http://8.138.7.223/【公众号：榴芒电视】/cctv13.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt,239,200
斗鱼港剧,http://www.goodiptv.club/douyu/5061550,,,,,斗鱼港剧,,,,,,TianmuTNT.txt,983,200
云南卫视,http://cssbyd.imwork.net:8082/hls/36/index.m3u8,,,,,云南卫视,,,,,,TianmuTNT.txt,1901,200
MordonFreeman是谁,https://goodiptv.club/douyu/9524579,,,,,MordonFreeman是谁,,,,,,TianmuTNT.txt,1480,200
CCTV13,http://183.11.239.36:808/hls/31/index.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt,274,200
发条张的电影最TOP,https://goodiptv.club/douyu/2164691,,,,,发条张的电影最TOP,,,,,,TianmuTNT.txt,1642,200
压力洋哥,https://goodiptv.club/douyu/5297259,,,,,压力洋哥,,,,,,TianmuTNT.txt,2463,403
天堂电影1895,https://goodiptv.club/douyu/9573592,,,,,天堂电影1895,,,,,,TianmuTNT.txt,2914,403
搞笑天堂岛,https://goodiptv.club/douyu/6916081,,,,,搞笑天堂岛,,,,,,TianmuTNT.txt,4107,403
数据库saber,https://goodiptv.club/douyu/9720506,,,,,数据库saber,,,,,,TianmuTNT.txt,2894,403
天才简史,https://goodiptv.club/douyu/8662915,,,,,天才简史,,,,,,TianmuTNT.txt,2649,403
天才霸总的狐崽崽,https://goodiptv.club/douyu/10394922,,,,,天才霸总的狐崽崽,,,,,,TianmuTNT.txt,2302,403
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd,,,,,新疆卫视,,,,,,TianmuTNT.txt,649,200
文曰小强,https://goodiptv.club/douyu/2680501,,,,,文曰小强,,,,,,TianmuTNT.txt,2317,403
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],,,,,句容党建,,,,,,TianmuTNT.txt,1538,200
句容影院,http://jrlive.jrntv.com/live/_definst_/yingshis/chunklist_w1994429382.m3u8?zjiangsd,,,,,句容影院,,,,,,TianmuTNT.txt,1353,200
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],,,,,句容生活,,,,,,TianmuTNT.txt,1040,200
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8,,,,,新视觉,,,,,,TianmuTNT.txt,375,200
临平新闻频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8,,,,,,,,,浙江,,zbefine.txt,3501,200
去种田的向凹凸,https://goodiptv.club/douyu/9570290,,,,,去种田的向凹凸,,,,,,TianmuTNT.txt,2402,403
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8,,,,,,,,,浙江,,zbefine.txt,1526,200
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8,,,,,,,,,浙江,,zbefine.txt,3534,200
CCTV13,http://120.76.248.139/live/bfgd/4200000067.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt,275,200
MK青凌,https://goodiptv.club/douyu/9488836,,,,,MK青凌,,,,,,TianmuTNT.txt,2738,403
Michael说大片,https://goodiptv.club/douyu/8841881,,,,,Michael说大片,,,,,,TianmuTNT.txt,2497,200
巅峰球迷会,https://goodiptv.club/douyu/10417360,,,,,巅峰球迷会,,,,,,TianmuTNT.txt,2404,403
云襄白羽,https://goodiptv.club/douyu/10508677,,,,,云襄白羽,,,,,,TianmuTNT.txt,2339,403
斗鱼恐怖游戏合集,https://goodiptv.club/douyu/10401481,,,,,斗鱼恐怖游戏合集,,,,,,TianmuTNT.txt,2375,403
五分钟电影汇,https://goodiptv.club/douyu/8443438,,,,,五分钟电影汇,,,,,,TianmuTNT.txt,2345,403
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8,,,,,广东卫视,,,,,,TianmuTNT.txt,296,200
只关于篮球的只老师,https://goodiptv.club/douyu/9367541,,,,,只关于篮球的只老师,,,,,,TianmuTNT.txt,1312,200
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt,266,200
CCTV13,https://piccpndali.v.myalicdn.com/audio/cctv13_2.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt,456,200
巫妖王丶怀旧电视游戏,https://goodiptv.club/douyu/1023277,,,,,巫妖王丶怀旧电视游戏,,,,,,TianmuTNT.txt,2301,200
OE档案,https://goodiptv.club/douyu/6725858,,,,,OE档案,,,,,,TianmuTNT.txt,2286,403
崽崽撩电影,https://goodiptv.club/douyu/8325511,,,,,崽崽撩电影,,,,,,TianmuTNT.txt,3112,200
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8,,,,,广东体育,,,,,,TianmuTNT.txt,1157,200
Nino学长,https://goodiptv.club/douyu/9525473,,,,,Nino学长,,,,,,TianmuTNT.txt,2853,403
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt,275,200
享看电影,https://goodiptv.club/douyu/8974130,,,,,享看电影,,,,,,TianmuTNT.txt,2522,403
OooOlivia奥莉蕉,https://goodiptv.club/douyu/9678862,,,,,OooOlivia奥莉蕉,,,,,,TianmuTNT.txt,2310,403
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8,,,,,广东卫视,,,,,,TianmuTNT.txt,268,200
广东体育,http://183.11.239.36:808/hls/2/index.m3u8,,,,,广东体育,,,,,,TianmuTNT.txt,1224,200
亮亮也是酿酿,https://goodiptv.club/douyu/4340136,,,,,亮亮也是酿酿,,,,,,TianmuTNT.txt,2362,200
奇兮兮悄陌,https://goodiptv.club/douyu/953193,,,,,奇兮兮悄陌,,,,,,TianmuTNT.txt,1318,403
京城笑工坊,https://goodiptv.club/douyu/10329324,,,,,京城笑工坊,,,,,,TianmuTNT.txt,2840,403
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8,,,,,人在囧途之泰囧,,,,,,TianmuTNT.txt,2059,403
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8,,,,,人在囧途,,,,,,TianmuTNT.txt,2287,403
PhantomStrider,https://goodiptv.club/douyu/9683911,,,,,PhantomStrider,,,,,,TianmuTNT.txt,2313,403
CCTV14,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt,455,200
什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd,,,,,什邡新闻,,,,,,TianmuTNT.txt,920,200
幕撩电影,https://goodiptv.club/douyu/9486015,,,,,幕撩电影,,,,,,TianmuTNT.txt,2764,403
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8,,,,,广东卫视,,,,,,TianmuTNT.txt,1267,200
广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8,,,,,广东卫视,,,,,,TianmuTNT.txt,377,200
可乐家的老骑士,https://goodiptv.club/douyu/9958943,,,,,可乐家的老骑士,,,,,,TianmuTNT.txt,2367,403
CCTV14,http://182.150.23.74:808/hls/14/index.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt,307,200
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8,,,,,广东卫视,,,,,,TianmuTNT.txt,261,200
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8,,,,,,,,,四川,,zbefine.txt,916,200
史君说剧,https://goodiptv.club/douyu/9419771,,,,,史君说剧,,,,,,TianmuTNT.txt,1350,200
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt,252,200
奇妙博物馆,https://goodiptv.club/douyu/9409723,,,,,奇妙博物馆,,,,,,TianmuTNT.txt,2121,403
Psyman塞门,https://goodiptv.club/douyu/9753585,,,,,Psyman塞门,,,,,,TianmuTNT.txt,2435,403
台球帝,https://goodiptv.club/douyu/10078171,,,,,台球帝,,,,,,TianmuTNT.txt,2229,403
可乐撩电影,https://goodiptv.club/douyu/9371552,,,,,可乐撩电影,,,,,,TianmuTNT.txt,2451,200
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8,,,,,人在囧途之港囧,,,,,,TianmuTNT.txt,2586,403
QLIMES,https://goodiptv.club/douyu/1039732,,,,,QLIMES,,,,,,TianmuTNT.txt,2374,403
新视角解说,https://goodiptv.club/douyu/8813254,,,,,新视角解说,,,,,,TianmuTNT.txt,2703,403
史君观影,https://goodiptv.club/douyu/9644669,,,,,史君观影,,,,,,TianmuTNT.txt,2278,200
西双版纳公共,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8,,,,,,,,,云南,,zbefine.txt,908,403
西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8,,,,,,,,,云南,,zbefine.txt,1199,403
女团社颜老师,https://goodiptv.club/douyu/11327316,,,,,女团社颜老师,,,,,,TianmuTNT.txt,1515,403
奇怪电影,https://goodiptv.club/douyu/9440966,,,,,奇怪电影,,,,,,TianmuTNT.txt,2514,403
人类早期驯服,https://goodiptv.club/douyu/8892864,,,,,人类早期驯服,,,,,,TianmuTNT.txt,2540,403
人生回答机本机,https://goodiptv.club/douyu/9409722,,,,,人生回答机本机,,,,,,TianmuTNT.txt,2887,403
奥雷卡尔克斯,https://goodiptv.club/douyu/1224356,,,,,奥雷卡尔克斯,,,,,,TianmuTNT.txt,2151,403
无际电影,https://goodiptv.club/douyu/9720498,,,,,无际电影,,,,,,TianmuTNT.txt,1631,403
方攵日央木几,https://goodiptv.club/douyu/9942574,,,,,方攵日央木几,,,,,,TianmuTNT.txt,2551,200
Rabbit每日爆料,https://goodiptv.club/douyu/9685652,,,,,Rabbit每日爆料,,,,,,TianmuTNT.txt,2394,403
RNDxc,https://goodiptv.club/douyu/4585643,,,,,RNDxc,,,,,,TianmuTNT.txt,2832,403
代娱说美剧,https://goodiptv.club/douyu/9123570,,,,,代娱说美剧,,,,,,TianmuTNT.txt,1490,200
无才先生,https://goodiptv.club/douyu/8317571,,,,,无才先生,,,,,,TianmuTNT.txt,2319,403
吉林卫视,http://58.57.40.22:9901/tsfile/live/1050_1.m3u8,,,,,吉林卫视,,,,,,TianmuTNT.txt,297,200
优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8,,,,,优优宝贝,,,,,,TianmuTNT.txt,380,200
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt,953,200
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8,,,,,广东珠江,,,,,,TianmuTNT.txt,319,200
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt,269,200
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8,,,,,吉林卫视,,,,,,TianmuTNT.txt,219,200
Red袖袖,https://goodiptv.club/douyu/9645396,,,,,Red袖袖,,,,,,TianmuTNT.txt,2256,403
叶墨的百妖馆,https://goodiptv.club/douyu/9517351,,,,,叶墨的百妖馆,,,,,,TianmuTNT.txt,2128,403
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8,,,,,广东少儿,,,,,,TianmuTNT.txt,1412,200
仓鼠大逃亡,https://goodiptv.club/douyu/10354920,,,,,仓鼠大逃亡,,,,,,TianmuTNT.txt,2445,403
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt,275,200
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8,,,,,广东珠江,,,,,,TianmuTNT.txt,529,200
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8,,,,,吉林卫视,,,,,,TianmuTNT.txt,282,200
女汉子说电影,https://goodiptv.club/douyu/9395966,,,,,女汉子说电影,,,,,,TianmuTNT.txt,2323,403
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8,,,,,合肥新闻,,,,,,TianmuTNT.txt,1406,200
SAO东西又再说SAO话,https://goodiptv.club/douyu/8833450,,,,,SAO东西又再说SAO话,,,,,,TianmuTNT.txt,2441,200
吃草莓的果子狸V,https://goodiptv.club/douyu/9382395,,,,,吃草莓的果子狸V,,,,,,TianmuTNT.txt,2446,403
旧梦随人心,https://goodiptv.club/douyu/692533,,,,,旧梦随人心,,,,,,TianmuTNT.txt,2366,403
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt,1430,200
吃鸡小表弟,https://goodiptv.club/douyu/9370197,,,,,吃鸡小表弟,,,,,,TianmuTNT.txt,2054,403
好萌的企鹅393,https://goodiptv.club/douyu/10198644,,,,,好萌的企鹅393,,,,,,TianmuTNT.txt,698,200
女王泡面V,https://goodiptv.club/douyu/9369937,,,,,女王泡面V,,,,,,TianmuTNT.txt,2144,403
SH11N,https://goodiptv.club/douyu/9650451,,,,,SH11N,,,,,,TianmuTNT.txt,2539,403
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8,,,,,广东珠江,,,,,,TianmuTNT.txt,807,200
SKYE魏,https://goodiptv.club/douyu/9460834,,,,,SKYE魏,,,,,,TianmuTNT.txt,2320,200
旺仔大哥哥阿,https://goodiptv.club/douyu/9629361,,,,,旺仔大哥哥阿,,,,,,TianmuTNT.txt,2465,200
昆特牌之大哥食正野,https://goodiptv.club/douyu/7919720,,,,,昆特牌之大哥食正野,,,,,,TianmuTNT.txt,1857,200
吉林卫视,http://120.76.248.139/live/bfgd/4200000097.m3u8,,,,,吉林卫视,,,,,,TianmuTNT.txt,377,200
伊西wind,https://goodiptv.club/douyu/12641373,,,,,伊西wind,,,,,,TianmuTNT.txt,2472,200
好剧看不停,https://goodiptv.club/douyu/9388938,,,,,好剧看不停,,,,,,TianmuTNT.txt,1697,200
女神撩电影,https://goodiptv.club/douyu/9439594,,,,,女神撩电影,,,,,,TianmuTNT.txt,2268,403
昆仑决KLF,https://goodiptv.club/douyu/1753007,,,,,昆仑决KLF,,,,,,TianmuTNT.txt,2365,403
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt,267,200
星君说电影,https://goodiptv.club/douyu/8014467,,,,,星君说电影,,,,,,TianmuTNT.txt,1382,403
Svip丶YoYo,https://goodiptv.club/douyu/3472959,,,,,Svip丶YoYo,,,,,,TianmuTNT.txt,2286,403
好像视说故事,https://goodiptv.club/douyu/8891883,,,,,好像视说故事,,,,,,TianmuTNT.txt,2524,403
伦帝电影说,https://goodiptv.club/douyu/9368091,,,,,伦帝电影说,,,,,,TianmuTNT.txt,2360,403
Starshine刹那,https://goodiptv.club/douyu/9191006,,,,,Starshine刹那,,,,,,TianmuTNT.txt,2698,403
易说影视,https://goodiptv.club/douyu/10859591,,,,,易说影视,,,,,,TianmuTNT.txt,2335,403
你的瑜伽女孩,https://goodiptv.club/douyu/10205199,,,,,你的瑜伽女孩,,,,,,TianmuTNT.txt,1295,200
伯乐说电影V,https://goodiptv.club/douyu/9386057,,,,,伯乐说电影V,,,,,,TianmuTNT.txt,2271,403
TFBOYS饭团,https://goodiptv.club/douyu/9565765,,,,,TFBOYS饭团,,,,,,TianmuTNT.txt,2437,403
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt,461,200
广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8,,,,,广西卫视,,,,,,TianmuTNT.txt,877,200
广西卫视,http://cssbyd.imwork.net:8082/hls/33/index.m3u8,,,,,广西卫视,,,,,,TianmuTNT.txt,281,200
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8,,,,,广西卫视,,,,,,TianmuTNT.txt,464,200
CCTV16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt,464,200
妈见打ovo,https://goodiptv.club/douyu/9413151,,,,,妈见打ovo,,,,,,TianmuTNT.txt,2142,403
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8,,,,,CCTV17,,,,,,TianmuTNT.txt,266,200
TSSS映画,https://goodiptv.club/douyu/9749339,,,,,TSSS映画,,,,,,TianmuTNT.txt,2311,403
佛曰影视,https://goodiptv.club/douyu/9671758,,,,,佛曰影视,,,,,,TianmuTNT.txt,2321,403
星空茶茶,https://goodiptv.club/douyu/8635497,,,,,星空茶茶,,,,,,TianmuTNT.txt,2435,403
娱乐扒叔,https://goodiptv.club/douyu/9624581,,,,,娱乐扒叔,,,,,,TianmuTNT.txt,2095,200
UP主DJC,https://goodiptv.club/douyu/9429545,,,,,UP主DJC,,,,,,TianmuTNT.txt,2263,403
吉林卫视,http://183.11.239.36:808/hls/10/index.m3u8,,,,,吉林卫视,,,,,,TianmuTNT.txt,2578,200
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt,2467,200
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8,,,,,宁夏卫视,,,,,,TianmuTNT.txt,266,200
广西卫视,http://120.76.248.139/live/bfgd/4200000116.m3u8,,,,,广西卫视,,,,,,TianmuTNT.txt,275,200
广西卫视,http://183.11.239.36:808/hls/56/index.m3u8,,,,,广西卫视,,,,,,TianmuTNT.txt,774,200
是chshh,https://goodiptv.club/douyu/9570579,,,,,是chshh,,,,,,TianmuTNT.txt,2303,403
